OBJECTID,ZONE_,DISTRICT,MAPNO,ARTICLE,SUBDISTRIC,Unique_Code,FAR,Shape_STArea__,Shape_STLength__,Zone_Desc
62465,NEPONSET RIVER RESIDENTIAL SUBDISTRICT,Harborpark: Dorchester Bay/Neponset River Waterfront,"4B-4D, 5F-5H",42A,Business,Harborpark: Dorchester Bay/Neponset River Waterfront NEPONSET RIVER RESIDENTIAL SUBDISTRICT,1,0,0,Residential
62466,LOWER MILLS SHORELAND OPEN SPACE SUBDISTRICT,Harborpark: Dorchester Bay/Neponset River Waterfront,"4B-4D, 5F-5H",42A,Open Space,Harborpark: Dorchester Bay/Neponset River Waterfront LOWER MILLS SHORELAND OPEN SPACE SUBDISTRICT,,0,0,Shoreland Open Space
62467,OS-SL,Harborpark: Dorchester Bay/Neponset River Waterfront,"4B-4D, 5F-5H",42A,Open Space,Harborpark: Dorchester Bay/Neponset River Waterfront OS-SL,,0,0,Shoreland Open Space
62468,CLAM POINT WATERFRONT SERVICE,Harborpark: Dorchester Bay/Neponset River Waterfront,"4B-4D, 5F-5H",42A,Business,Harborpark: Dorchester Bay/Neponset River Waterfront CLAM POINT WATERFRONT SERVICE,1,0,0,Waterfront Service
62469,OS-SL,Harborpark: Dorchester Bay/Neponset River Waterfront,"4B-4D, 5F-5H",42A,Open Space,Harborpark: Dorchester Bay/Neponset River Waterfront OS-SL,,0,0,Shoreland Open Space
62470,OS-UW,Greater Mattapan Neighborhood,8ABC,60,Open Space,Greater Mattapan Neighborhood OS-UW,,0,0,Urban Wild Open Space
62471,2F-3000,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood 2F-3000,0.8,0,0,Two-Family Residential
62472,MFR,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood MFR,0.9,0,0,Multifamily Residential
62473,NS,Greater Mattapan Neighborhood,8ABC,60,Business,Greater Mattapan Neighborhood NS,1,0,0,Neighborhood Shopping
62474,LI,Greater Mattapan Neighborhood,8ABC,60,Industrial,Greater Mattapan Neighborhood LI,1,0,0,Local Industrial
62475,MFR,Greater Mattapan Neighborhood,8ABC,60,Residential,Greater Mattapan Neighborhood MFR,0.9,0,0,Multifamily Residential
62476,DORCHESTER BAY WATERFRONT SERVICE SUBDISTRICT,Harborpark: Dorchester Bay/Neponset River Waterfront,"4B-4D, 5F-5H",42A,Business,Harborpark: Dorchester Bay/Neponset River Waterfront DORCHESTER BAY WATERFRONT SERVICE SUBDISTRICT,1,0,0,Waterfront Service
62477,CPS,Jamaica Plain Neighborhood,9A-9C,55,Miscellaneous,Jamaica Plain Neighborhood CPS,0.3,0,0,Conservation Protection
62478,1F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 1F-5000,0.5,0,0,One-Family Residential
62479,2F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
62480,OS-BZ,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-BZ,,0,0,Botanical/Zoological Garden Open Space
62481,2F-7000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 2F-7000,0.5,0,0,Two-Family Residential
62482,2F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
62483,1F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 1F-4000,0.6,0,0,One-Family Residential
62484,2F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
62485,1F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 1F-4000,0.6,0,0,One-Family Residential
62486,3F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
62487,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
62488,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood MFR,1,0,0,Multifamily Residential
62489,3F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 3F-5000,0.6,0,0,Three-Family Residential
62490,CPS,Jamaica Plain Neighborhood,9A-9C,55,Miscellaneous,Jamaica Plain Neighborhood CPS,0.3,0,0,Conservation Protection
62491,1F-9000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 1F-9000,0.3,0,0,One-Family Residential
62492,IDA,Jamaica Plain Neighborhood,9A-9C,55,Industrial,Jamaica Plain Neighborhood IDA,2,0,0,Industrial Development Area
62493,NI,Jamaica Plain Neighborhood,9A-9C,55,Comm/Instit,Jamaica Plain Neighborhood NI,0.6,0,0,Neighborhood Institutional
62494,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Jamaica Plain Neighborhood LC,1,0,0,Local Convenience
62495,CPS,Jamaica Plain Neighborhood,9A-9C,55,Miscellaneous,Jamaica Plain Neighborhood CPS,0.3,0,0,Conservation Protection
62496,3F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 3F-5000,0.6,0,0,Three-Family Residential
62497,2F-5000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
62498,IS,Roslindale Neighborhood,10A-10B,67,Comm/Instit,Roslindale Neighborhood IS,0.4,0,0,Institutional
62499,CPS,Roslindale Neighborhood,10A-10B,67,Miscellaneous,Roslindale Neighborhood CPS,0.3,0,0,Conservation Protection
62500,1F-6000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62501,OS-CM,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-CM,,0,0,Cemetery Open Space
62502,OS-UW,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-UW,,0,0,Urban Wild Open Space
62503,CPS,Roslindale Neighborhood,10A-10B,67,Miscellaneous,Roslindale Neighborhood CPS,0.3,0,0,Conservation Protection
62504,CPS,Roslindale Neighborhood,10A-10B,67,Miscellaneous,Roslindale Neighborhood CPS,0.3,0,0,Conservation Protection
62505,CPS,Roslindale Neighborhood,10A-10B,67,Miscellaneous,Roslindale Neighborhood CPS,0.3,0,0,Conservation Protection
62506,CPS,Roslindale Neighborhood,10A-10B,67,Miscellaneous,Roslindale Neighborhood CPS,0.3,0,0,Conservation Protection
62507,CPS,Roslindale Neighborhood,10A-10B,67,Miscellaneous,Roslindale Neighborhood CPS,0.3,0,0,Conservation Protection
62508,CPS,Roslindale Neighborhood,10A-10B,67,Miscellaneous,Roslindale Neighborhood CPS,0.3,0,0,Conservation Protection
62509,1F-6000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62510,LI,Roslindale Neighborhood,10A-10B,67,Industrial,Roslindale Neighborhood LI,1,0,0,Local Industrial
62511,LI,Roslindale Neighborhood,10A-10B,67,Industrial,Roslindale Neighborhood LI,1,0,0,Local Industrial
62512,2F-5000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
62513,LC,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood LC,0.5,0,0,Local Convenience
62514,MFR,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood MFR,1,0,0,Multifamily Residential
62515,3F-4000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
62516,OS-RC,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-RC,,0,0,Recreation Open Space
62517,NS,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood NS,1,0,0,Neighborhood Shopping
62518,CC-1,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood CC-1,1,0,0,Community Commercial
62519,OS-UP,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-UP,,0,0,Urban Plaza Open Space
62520,NS,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood NS,1,0,0,Neighborhood Shopping
62521,3F-4000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
62522,LC,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood LC,0.5,0,0,Local Convenience
62523,3F-4000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
62524,NS,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood NS,1,0,0,Neighborhood Shopping
62525,3F-4000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
62526,NS,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood NS,1,0,0,Neighborhood Shopping
62527,NS,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood NS,1,0,0,Neighborhood Shopping
62528,OS-RC,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-RC,,0,0,Recreation Open Space
62529,LC,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood LC,0.5,0,0,Local Convenience
62530,OS-UP,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-UP,,0,0,Urban Plaza Open Space
62531,CC-2,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood CC-2,2,0,0,Community Commercial
62532,OS-UP,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-UP,,0,0,Urban Plaza Open Space
62533,OS-P,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-P,,0,0,Parkland Open Space
62534,OS-UP,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-UP,,0,0,Urban Plaza Open Space
62535,NS,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood NS,1,0,0,Neighborhood Shopping
62536,OS-CM,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-CM,,0,0,Cemetery Open Space
62537,1F-6000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62538,CC-1,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood CC-1,1,0,0,Community Commercial
62539,1F-6000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62540,OS-CM,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-CM,,0,0,Cemetery Open Space
62541,1F-6000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62542,LC,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood LC,0.5,0,0,Local Convenience
62543,1F-6000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62544,LC,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood LC,0.5,0,0,Local Convenience
62545,1F-6000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62546,1F-6000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62547,OS-UW,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-UW,,0,0,Urban Wild Open Space
62548,MFR,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood MFR,1,0,0,Multifamily Residential
62549,CC-1,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood CC-1,1,0,0,Community Commercial
62550,NS,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood NS,1,0,0,Neighborhood Shopping
62551,3F-4000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
62552,1F-6000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62553,NS,Roslindale Neighborhood,10A-10B,67,Business,Roslindale Neighborhood NS,1,0,0,Neighborhood Shopping
62554,MFR,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood MFR,1,0,0,Multifamily Residential
62555,1F-6000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62556,OS-P,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-P,,0,0,Parkland Open Space
62557,OS-P,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-P,,0,0,Parkland Open Space
62558,CPS,Roslindale Neighborhood,10A-10B,67,Miscellaneous,Roslindale Neighborhood CPS,0.3,0,0,Conservation Protection
62559,CPS,Roslindale Neighborhood,10A-10B,67,Miscellaneous,Roslindale Neighborhood CPS,0.3,0,0,Conservation Protection
62560,2F-5000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
62561,OS-RC,Roslindale Neighborhood,10A-10B,67,Open Space,Roslindale Neighborhood OS-RC,,0,0,Recreation Open Space
62562,CPS,Roslindale Neighborhood,10A-10B,67,Miscellaneous,Roslindale Neighborhood CPS,0.3,0,0,Conservation Protection
62563,LI,Roslindale Neighborhood,10A-10B,67,Industrial,Roslindale Neighborhood LI,1,0,0,Local Industrial
62564,3F-4000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
62565,1F-6000,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62566,MFR,Roslindale Neighborhood,10A-10B,67,Residential,Roslindale Neighborhood MFR,1,0,0,Multifamily Residential
62567,NS-1,Greater Mattapan Neighborhood,8ABC,60,Business,Greater Mattapan Neighborhood NS-1,1,0,0,Neighborhood Shopping
62568,NS-2,Greater Mattapan Neighborhood,8ABC,60,Business,Greater Mattapan Neighborhood NS-2,2,0,0,Neighborhood Shopping
62569,NS-2,Greater Mattapan Neighborhood,8ABC,60,Business,Greater Mattapan Neighborhood NS-2,2,0,0,Neighborhood Shopping
62570,CEDAR GROVE WATERFRONT MANUFACTURING SUBDISTRICT,Harborpark: Dorchester Bay/Neponset River Waterfront,"4B-4D, 5F-5H",42A,Industrial,Harborpark: Dorchester Bay/Neponset River Waterfront CEDAR GROVE WATERFRONT MANUFACTURING SUBDISTRI*,1,0,0,Waterfront Manufacturing
62571,NS,Jamaica Plain Neighborhood,9A-9C,55,Business,Jamaica Plain Neighborhood NS,2,0,0,Neighborhood Shopping
62572,MFR,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood MFR,1,0,0,Multifamily Residential
62573,1F-6000,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62574,OS-CM,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-CM,,0,0,Cemetery Open Space
62575,MFR,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood MFR,2,0,0,Multifamily Residential
62576,NS-1,Hyde Park Neighborhood,12,69,Business,Hyde Park Neighborhood NS-1,1,0,0,Neighborhood Shopping
62577,CPS,Hyde Park Neighborhood,12,69,Miscellaneous,Hyde Park Neighborhood CPS,0.3,0,0,Conservation Protection
62578,1F-6000,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62579,ST. ELIZABETH'S HOSPITAL MEDICAL CENTER  IS IMP,Allston/Brighton Neighborhood,7ABCD,51,Comm/Instit,Allston/Brighton Neighborhood ST. ELIZABETH'S HOSPITAL MEDICAL CENTER  IS IMP,2,0,0,Institutional
62580,LC,Hyde Park Neighborhood,12,69,Business,Hyde Park Neighborhood LC,0.5,0,0,Local Convenience
62581,NS-1,Hyde Park Neighborhood,12,69,Business,Hyde Park Neighborhood NS-1,1,0,0,Neighborhood Shopping
62582,OS-P,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-P,,0,0,Parkland Open Space
62583,CPS,Hyde Park Neighborhood,12,69,Miscellaneous,Hyde Park Neighborhood CPS,0.3,0,0,Conservation Protection
62584,LI-1,Hyde Park Neighborhood,12,69,Industrial,Hyde Park Neighborhood LI-1,1,0,0,Local Industrial
62585,1F-6000,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62586,OS-RC,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-RC,,0,0,Recreation Open Space
62587,LC,Hyde Park Neighborhood,12,69,Business,Hyde Park Neighborhood LC,0.5,0,0,Local Convenience
62588,LC,Hyde Park Neighborhood,12,69,Business,Hyde Park Neighborhood LC,0.5,0,0,Local Convenience
62589,LI-1,Hyde Park Neighborhood,12,69,Industrial,Hyde Park Neighborhood LI-1,1,0,0,Local Industrial
62590,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-UW,,0,0,Urban Wild Open Space
62591,2F-5000,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
62592,OS-P,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-P,,0,0,Parkland Open Space
62593,2F-5000,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
62594,MFR,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood MFR,2,0,0,Multifamily Residential
62595,MFR,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood MFR,2,0,0,Multifamily Residential
62596,1F-6000,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62597,LC,Hyde Park Neighborhood,12,69,Business,Hyde Park Neighborhood LC,0.5,0,0,Local Convenience
62598,NS-1,Hyde Park Neighborhood,12,69,Business,Hyde Park Neighborhood NS-1,1,0,0,Neighborhood Shopping
62599,OS-RC,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-RC,,0,0,Recreation Open Space
62600,OS-P,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-P,,0,0,Parkland Open Space
62601,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-UW,,0,0,Urban Wild Open Space
62602,OS-P,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-P,,0,0,Parkland Open Space
62603,1F-9000,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood 1F-9000,0.3,0,0,One-Family Residential
62604,OS-RC,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-RC,,0,0,Recreation Open Space
62605,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-UW,,0,0,Urban Wild Open Space
62606,2F-5000,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
62607,1F-6000,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62608,CPS,Hyde Park Neighborhood,12,69,Miscellaneous,Hyde Park Neighborhood CPS,0.3,0,0,Conservation Protection
62609,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-UW,,0,0,Urban Wild Open Space
62610,1F-6000,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62611,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-UW,,0,0,Urban Wild Open Space
62612,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-UW,,0,0,Urban Wild Open Space
62613,CPS,Hyde Park Neighborhood,12,69,Miscellaneous,Hyde Park Neighborhood CPS,0.3,0,0,Conservation Protection
62614,OS-UW,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-UW,,0,0,Urban Wild Open Space
62615,1F-9000,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood 1F-9000,0.3,0,0,One-Family Residential
62616,NS-1,Hyde Park Neighborhood,12,69,Business,Hyde Park Neighborhood NS-1,1,0,0,Neighborhood Shopping
62617,NS-2,Hyde Park Neighborhood,12,69,Business,Hyde Park Neighborhood NS-2,2,0,0,Neighborhood Shopping
62618,OS-UP,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-UP,,0,0,Urban Plaza Open Space
62619,OS-P,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-P,,0,0,Parkland Open Space
62620,OS-P,Hyde Park Neighborhood,12,69,Open Space,Hyde Park Neighborhood OS-P,,0,0,Parkland Open Space
62621,3F-4000,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
62622,LC,Hyde Park Neighborhood,12,69,Business,Hyde Park Neighborhood LC,0.5,0,0,Local Convenience
62623,LC,Hyde Park Neighborhood,12,69,Business,Hyde Park Neighborhood LC,0.5,0,0,Local Convenience
62624,LI-2,Hyde Park Neighborhood,12,69,Industrial,Hyde Park Neighborhood LI-2,2,0,0,Local Industrial
62625,1F-6000,Hyde Park Neighborhood,12,69,Residential,Hyde Park Neighborhood 1F-6000,0.5,0,0,One-Family Residential
62626,CPS,Hyde Park Neighborhood,12,69,Miscellaneous,Hyde Park Neighborhood CPS,0.3,0,0,Conservation Protection
